City,Date,AQI,PM2.5,PM10,NO2,SO2,CO,O3,STATION,NAME,Precipitation,AvgTemp,MaxTemp,MinTemp
Bangalore,2020-11-15,58,31.9,62.64,48.14,66.12,0.61,55.1,IN009010100,"BANGALORE, IN",0.0,71,83.0,66.0
Bangalore,2020-11-16,42,23.1,45.36,34.86,47.88,0.44,39.9,IN009010100,"BANGALORE, IN",0.39,71,,
Bangalore,2020-11-17,43,23.65,46.44,35.69,49.02,0.45,40.85,IN009010100,"BANGALORE, IN",0.83,72,77.0,67.0
Bangalore,2020-11-18,46,25.3,49.68,38.18,52.44,0.48,43.7,IN009010100,"BANGALORE, IN",0.0,73,83.0,67.0
Bangalore,2020-11-19,57,31.35,61.56,47.31,64.98,0.6,54.15,IN009010100,"BANGALORE, IN",,73,83.0,68.0
Bangalore,2020-11-20,52,28.6,56.16,43.16,59.28,0.55,49.4,IN009010100,"BANGALORE, IN",,72,83.0,
Bangalore,2020-11-21,68,37.4,73.44,56.44,77.52,0.71,64.6,IN009010100,"BANGALORE, IN",,71,84.0,63.0
Bangalore,2020-11-22,73,40.15,78.84,60.59,83.22,0.77,69.35,IN009010100,"BANGALORE, IN",,71,85.0,59.0
Bangalore,2020-11-23,72,39.6,77.76,59.76,82.08,0.76,68.4,IN009010100,"BANGALORE, IN",,72,83.0,63.0
Bangalore,2020-11-24,67,36.85,72.36,55.61,76.38,0.7,63.65,IN009010100,"BANGALORE, IN",,71,82.0,66.0
Bangalore,2020-11-25,84,46.2,90.72,69.72,95.76,0.88,79.8,IN009010100,"BANGALORE, IN",,70,80.0,65.0
Bangalore,2020-11-26,44,24.2,47.52,36.52,50.16,0.46,41.8,IN009010100,"BANGALORE, IN",0.08,67,75.0,
Bangalore,2020-11-27,48,26.4,51.84,39.84,54.72,0.5,45.6,IN009010100,"BANGALORE, IN",0.52,67,,64.0
Bangalore,2020-11-28,50,27.5,54.0,41.5,57.0,0.53,47.5,IN009010100,"BANGALORE, IN",0.01,71,,63.0
Bangalore,2020-11-29,57,31.35,61.56,47.31,64.98,0.6,54.15,IN009010100,"BANGALORE, IN",0.0,71,78.0,66.0
Bangalore,2020-11-30,53,29.15,57.24,43.99,60.42,0.56,50.35,IN009010100,"BANGALORE, IN",0.0,71,,
Bangalore,2020-12-01,63,34.65,68.04,52.29,71.82,0.66,59.85,IN009010100,"BANGALORE, IN",,70,81.0,63.0
Bangalore,2020-12-02,65,35.75,70.2,53.95,74.1,0.68,61.75,IN009010100,"BANGALORE, IN",,69,80.0,62.0
Bangalore,2020-12-03,62,34.1,66.96,51.46,70.68,0.65,58.9,IN009010100,"BANGALORE, IN",0.09,68,80.0,64.0
Bangalore,2020-12-04,63,34.65,68.04,52.29,71.82,0.66,59.85,IN009010100,"BANGALORE, IN",0.07,69,,67.0
Bangalore,2020-12-05,49,26.95,52.92,40.67,55.86,0.51,46.55,IN009010100,"BANGALORE, IN",0.03,70,74.0,67.0
Bangalore,2020-12-06,51,28.05,55.08,42.33,58.14,0.54,48.45,IN009010100,"BANGALORE, IN",0.05,70,75.0,65.0
Bangalore,2020-12-07,44,24.2,47.52,36.52,50.16,0.46,41.8,IN009010100,"BANGALORE, IN",0.3,71,,67.0
Bangalore,2020-12-08,52,28.6,56.16,43.16,59.28,0.55,49.4,IN009010100,"BANGALORE, IN",0.22,70,79.0,67.0
Bangalore,2020-12-09,50,27.5,54.0,41.5,57.0,0.53,47.5,IN009010100,"BANGALORE, IN",0.03,71,77.0,67.0
Bangalore,2020-12-10,57,31.35,61.56,47.31,64.98,0.6,54.15,IN009010100,"BANGALORE, IN",0.0,70,,62.0
Bangalore,2020-12-11,81,44.55,87.48,67.23,92.34,0.85,76.95,IN009010100,"BANGALORE, IN",,70,83.0,62.0
Bangalore,2020-12-12,83,45.65,89.64,68.89,94.62,0.87,78.85,IN009010100,"BANGALORE, IN",,69,85.0,60.0
Bangalore,2020-12-13,103,56.65,111.24,85.49,117.42,1.08,97.85,IN009010100,"BANGALORE, IN",,70,82.0,63.0
Bangalore,2020-12-14,104,57.2,112.32,86.32,118.56,1.09,98.8,IN009010100,"BANGALORE, IN",,69,81.0,63.0
Bangalore,2020-12-15,104,57.2,112.32,86.32,118.56,1.09,98.8,IN009010100,"BANGALORE, IN",,70,82.0,62.0
Bangalore,2020-12-16,84,46.2,90.72,69.72,95.76,0.88,79.8,IN009010100,"BANGALORE, IN",,71,81.0,64.0
Bangalore,2020-12-17,68,37.4,73.44,56.44,77.52,0.71,64.6,IN009010100,"BANGALORE, IN",0.01,71,80.0,67.0
Bangalore,2020-12-18,69,37.95,74.52,57.27,78.66,0.72,65.55,IN009010100,"BANGALORE, IN",0.0,72,,65.0
Bangalore,2020-12-19,92,50.6,99.36,76.36,104.88,0.97,87.4,IN009010100,"BANGALORE, IN",,69,82.0,63.0
Bangalore,2020-12-20,106,58.3,114.48,87.98,120.84,1.11,100.7,IN009010100,"BANGALORE, IN",,69,78.0,63.0
Bangalore,2020-12-21,120,66.0,129.6,99.6,136.8,1.26,114.0,IN009010100,"BANGALORE, IN",,67,78.0,58.0
Bangalore,2020-12-22,117,64.35,126.36,97.11,133.38,1.23,111.15,IN009010100,"BANGALORE, IN",,69,,58.0
Bangalore,2020-12-23,94,51.7,101.52,78.02,107.16,0.99,89.3,IN009010100,"BANGALORE, IN",,70,84.0,62.0
Bangalore,2020-12-24,90,49.5,97.2,74.7,102.6,0.95,85.5,IN009010100,"BANGALORE, IN",,71,81.0,63.0
Bangalore,2020-12-25,102,56.1,110.16,84.66,116.28,1.07,96.9,IN009010100,"BANGALORE, IN",,70,83.0,63.0
Bangalore,2020-12-26,88,48.4,95.04,73.04,100.32,0.92,83.6,IN009010100,"BANGALORE, IN",,70,84.0,61.0
Bangalore,2020-12-27,110,60.5,118.8,91.3,125.4,1.16,104.5,IN009010100,"BANGALORE, IN",,71,83.0,59.0
Bangalore,2020-12-28,111,61.05,119.88,92.13,126.54,1.17,105.45,IN009010100,"BANGALORE, IN",,70,86.0,62.0
Bangalore,2020-12-29,122,67.1,131.76,101.26,139.08,1.28,115.9,IN009010100,"BANGALORE, IN",,72,86.0,62.0
Bangalore,2020-12-30,101,55.55,109.08,83.83,115.14,1.06,95.95,IN009010100,"BANGALORE, IN",,73,84.0,65.0
Bangalore,2020-12-31,81,44.55,87.48,67.23,92.34,0.85,76.95,IN009010100,"BANGALORE, IN",0.0,70,85.0,
Bangalore,2021-01-01,98,53.9,105.84,81.34,111.72,1.03,93.1,IN009010100,"BANGALORE, IN",0.02,69,78.0,62.0
Bangalore,2021-01-02,107,58.85,115.56,88.81,121.98,1.12,101.65,IN009010100,"BANGALORE, IN",,70,79.0,62.0
Bangalore,2021-01-03,80,44.0,86.4,66.4,91.2,0.84,76.0,IN009010100,"BANGALORE, IN",0.0,71,79.0,66.0
Bangalore,2021-01-04,80,44.0,86.4,66.4,91.2,0.84,76.0,IN009010100,"BANGALORE, IN",0.0,69,82.0,
Bangalore,2021-01-05,58,31.9,62.64,48.14,66.12,0.61,55.1,IN009010100,"BANGALORE, IN",0.0,71,,66.0
Bangalore,2021-01-06,38,20.9,41.04,31.54,43.32,0.4,36.1,IN009010100,"BANGALORE, IN",,70,81.0,68.0
Bangalore,2021-01-07,43,23.65,46.44,35.69,49.02,0.45,40.85,IN009010100,"BANGALORE, IN",,71,78.0,66.0
Bangalore,2021-01-08,58,31.9,62.64,48.14,66.12,0.61,55.1,IN009010100,"BANGALORE, IN",,72,81.0,68.0
Bangalore,2021-01-09,48,26.4,51.84,39.84,54.72,0.5,45.6,IN009010100,"BANGALORE, IN",0.0,71,81.0,
Bangalore,2021-01-10,81,44.55,87.48,67.23,92.34,0.85,76.95,IN009010100,"BANGALORE, IN",0.0,72,,65.0
Bangalore,2021-01-11,64,35.2,69.12,53.12,72.96,0.67,60.8,IN009010100,"BANGALORE, IN",0.0,71,80.0,
Bangalore,2021-01-12,63,34.65,68.04,52.29,71.82,0.66,59.85,IN009010100,"BANGALORE, IN",,69,78.0,65.0
Bangalore,2021-01-13,82,45.1,88.56,68.06,93.48,0.86,77.9,IN009010100,"BANGALORE, IN",,70,,62.0
Bangalore,2021-01-14,75,41.25,81.0,62.25,85.5,0.79,71.25,IN009010100,"BANGALORE, IN",,69,82.0,62.0
Bangalore,2021-01-15,82,45.1,88.56,68.06,93.48,0.86,77.9,IN009010100,"BANGALORE, IN",0.0,71,,63.0
Bangalore,2021-01-16,87,47.85,93.96,72.21,99.18,0.91,82.65,IN009010100,"BANGALORE, IN",,72,81.0,65.0
Bangalore,2021-01-17,84,46.2,90.72,69.72,95.76,0.88,79.8,IN009010100,"BANGALORE, IN",,72,85.0,
Bangalore,2021-01-18,71,39.05,76.68,58.93,80.94,0.75,67.45,IN009010100,"BANGALORE, IN",,71,85.0,60.0
Bangalore,2021-01-19,80,44.0,86.4,66.4,91.2,0.84,76.0,IN009010100,"BANGALORE, IN",,71,84.0,61.0
Bangalore,2021-01-20,96,52.8,103.68,79.68,109.44,1.01,91.2,IN009010100,"BANGALORE, IN",,73,83.0,61.0
Bangalore,2021-01-21,98,53.9,105.84,81.34,111.72,1.03,93.1,IN009010100,"BANGALORE, IN",,75,88.0,63.0
Bangalore,2021-01-22,79,43.45,85.32,65.57,90.06,0.83,75.05,IN009010100,"BANGALORE, IN",,75,88.0,
Bangalore,2021-01-23,104,57.2,112.32,86.32,118.56,1.09,98.8,IN009010100,"BANGALORE, IN",,72,87.0,64.0
Bangalore,2021-01-24,94,51.7,101.52,78.02,107.16,0.99,89.3,IN009010100,"BANGALORE, IN",,71,85.0,63.0
Bangalore,2021-01-25,85,46.75,91.8,70.55,96.9,0.89,80.75,IN009010100,"BANGALORE, IN",,71,85.0,61.0
Bangalore,2021-01-26,76,41.8,82.08,63.08,86.64,0.8,72.2,IN009010100,"BANGALORE, IN",,71,85.0,60.0
Bangalore,2021-01-27,80,44.0,86.4,66.4,91.2,0.84,76.0,IN009010100,"BANGALORE, IN",,71,87.0,60.0
Bangalore,2021-01-28,110,60.5,118.8,91.3,125.4,1.16,104.5,IN009010100,"BANGALORE, IN",,71,86.0,61.0
Bangalore,2021-01-29,106,58.3,114.48,87.98,120.84,1.11,100.7,IN009010100,"BANGALORE, IN",,72,83.0,64.0
Bangalore,2021-01-30,111,61.05,119.88,92.13,126.54,1.17,105.45,IN009010100,"BANGALORE, IN",,73,85.0,63.0
Bangalore,2021-01-31,103,56.65,111.24,85.49,117.42,1.08,97.85,IN009010100,"BANGALORE, IN",,73,86.0,63.0
Bangalore,2021-02-01,87,47.85,93.96,72.21,99.18,0.91,82.65,IN009010100,"BANGALORE, IN",,73,86.0,62.0
Bangalore,2021-02-02,92,50.6,99.36,76.36,104.88,0.97,87.4,IN009010100,"BANGALORE, IN",,72,85.0,62.0
Bangalore,2021-02-03,107,58.85,115.56,88.81,121.98,1.12,101.65,IN009010100,"BANGALORE, IN",,71,83.0,64.0
Bangalore,2021-02-04,91,50.05,98.28,75.53,103.74,0.96,86.45,IN009010100,"BANGALORE, IN",,72,83.0,61.0
Bangalore,2021-02-05,84,46.2,90.72,69.72,95.76,0.88,79.8,IN009010100,"BANGALORE, IN",,72,85.0,60.0
Bangalore,2021-02-06,88,48.4,95.04,73.04,100.32,0.92,83.6,IN009010100,"BANGALORE, IN",,72,87.0,60.0
Bangalore,2021-02-07,86,47.3,92.88,71.38,98.04,0.9,81.7,IN009010100,"BANGALORE, IN",,72,87.0,59.0
Bangalore,2021-02-08,87,47.85,93.96,72.21,99.18,0.91,82.65,IN009010100,"BANGALORE, IN",,72,86.0,61.0
Bangalore,2021-02-09,85,46.75,91.8,70.55,96.9,0.89,80.75,IN009010100,"BANGALORE, IN",,69,86.0,59.0
Bangalore,2021-02-10,86,47.3,92.88,71.38,98.04,0.9,81.7,IN009010100,"BANGALORE, IN",,71,83.0,58.0
Bangalore,2021-02-14,106,58.3,114.48,87.98,120.84,1.11,100.7,IN009010100,"BANGALORE, IN",,73,88.0,61.0
Bangalore,2021-02-15,92,50.6,99.36,76.36,104.88,0.97,87.4,IN009010100,"BANGALORE, IN",,75,89.0,64.0
Bangalore,2021-02-16,95,52.25,102.6,78.85,108.3,1.0,90.25,IN009010100,"BANGALORE, IN",,75,90.0,65.0
Bangalore,2021-02-17,85,46.75,91.8,70.55,96.9,0.89,80.75,IN009010100,"BANGALORE, IN",,75,89.0,65.0
Bangalore,2021-02-18,79,43.45,85.32,65.57,90.06,0.83,75.05,IN009010100,"BANGALORE, IN",,73,88.0,64.0
Bangalore,2021-02-19,88,48.4,95.04,73.04,100.32,0.92,83.6,IN009010100,"BANGALORE, IN",,73,85.0,65.0
Bangalore,2021-02-21,47,25.85,50.76,39.01,53.58,0.49,44.65,IN009010100,"BANGALORE, IN",,69,,
Bangalore,2021-02-22,49,26.95,52.92,40.67,55.86,0.51,46.55,IN009010100,"BANGALORE, IN",,73,,65.0
Bangalore,2021-02-23,56,30.8,60.48,46.48,63.84,0.59,53.2,IN009010100,"BANGALORE, IN",,76,,65.0
Bangalore,2021-02-24,77,42.35,83.16,63.91,87.78,0.81,73.15,IN009010100,"BANGALORE, IN",,76,88.0,64.0
Bangalore,2021-02-25,80,44.0,86.4,66.4,91.2,0.84,76.0,IN009010100,"BANGALORE, IN",,78,,63.0
Bangalore,2021-02-26,109,59.95,117.72,90.47,124.26,1.14,103.55,IN009010100,"BANGALORE, IN",,78,91.0,65.0
Bangalore,2021-02-27,102,56.1,110.16,84.66,116.28,1.07,96.9,IN009010100,"BANGALORE, IN",,79,93.0,66.0
Bangalore,2021-02-28,89,48.95,96.12,73.87,101.46,0.93,84.55,IN009010100,"BANGALORE, IN",,79,93.0,68.0
Bangalore,2021-03-01,79,43.45,85.32,65.57,90.06,0.83,75.05,IN009010100,"BANGALORE, IN",,78,93.0,63.0
Bangalore,2021-03-02,88,48.4,95.04,73.04,100.32,0.92,83.6,IN009010100,"BANGALORE, IN",,78,92.0,65.0
Bangalore,2021-03-03,102,56.1,110.16,84.66,116.28,1.07,96.9,IN009010100,"BANGALORE, IN",,77,90.0,65.0
Bangalore,2021-03-04,86,47.3,92.88,71.38,98.04,0.9,81.7,IN009010100,"BANGALORE, IN",,76,90.0,62.0
Bangalore,2021-03-05,70,38.5,75.6,58.1,79.8,0.74,66.5,IN009010100,"BANGALORE, IN",,77,90.0,62.0
Bangalore,2021-03-06,75,41.25,81.0,62.25,85.5,0.79,71.25,IN009010100,"BANGALORE, IN",,80,,65.0
Bangalore,2021-03-07,84,46.2,90.72,69.72,95.76,0.88,79.8,IN009010100,"BANGALORE, IN",,80,97.0,63.0
Bangalore,2021-03-08,58,31.9,62.64,48.14,66.12,0.61,55.1,IN009010100,"BANGALORE, IN",,79,93.0,66.0
Bangalore,2021-03-09,55,30.25,59.4,45.65,62.7,0.58,52.25,IN009010100,"BANGALORE, IN",,78,92.0,66.0
Bangalore,2021-03-10,50,27.5,54.0,41.5,57.0,0.53,47.5,IN009010100,"BANGALORE, IN",,81,92.0,67.0
Bangalore,2021-03-11,55,30.25,59.4,45.65,62.7,0.58,52.25,IN009010100,"BANGALORE, IN",,79,91.0,69.0
Bangalore,2021-03-12,62,34.1,66.96,51.46,70.68,0.65,58.9,IN009010100,"BANGALORE, IN",,78,92.0,67.0
Bangalore,2021-03-13,68,37.4,73.44,56.44,77.52,0.71,64.6,IN009010100,"BANGALORE, IN",,77,91.0,62.0
Bangalore,2021-03-14,67,36.85,72.36,55.61,76.38,0.7,63.65,IN009010100,"BANGALORE, IN",,79,91.0,65.0
Bangalore,2021-03-15,65,35.75,70.2,53.95,74.1,0.68,61.75,IN009010100,"BANGALORE, IN",,80,93.0,64.0
Bangalore,2021-03-16,84,46.2,90.72,69.72,95.76,0.88,79.8,IN009010100,"BANGALORE, IN",,80,93.0,68.0
Bangalore,2021-03-17,84,46.2,90.72,69.72,95.76,0.88,79.8,IN009010100,"BANGALORE, IN",,79,94.0,67.0
Bangalore,2021-03-18,92,50.6,99.36,76.36,104.88,0.97,87.4,IN009010100,"BANGALORE, IN",,79,92.0,68.0
Bangalore,2021-03-19,101,55.55,109.08,83.83,115.14,1.06,95.95,IN009010100,"BANGALORE, IN",,79,92.0,67.0
Bangalore,2021-03-20,90,49.5,97.2,74.7,102.6,0.95,85.5,IN009010100,"BANGALORE, IN",,79,93.0,67.0
Bangalore,2021-03-21,96,52.8,103.68,79.68,109.44,1.01,91.2,IN009010100,"BANGALORE, IN",,80,94.0,67.0
Bangalore,2021-03-22,96,52.8,103.68,79.68,109.44,1.01,91.2,IN009010100,"BANGALORE, IN",,80,94.0,66.0
Bangalore,2021-03-23,93,51.15,100.44,77.19,106.02,0.98,88.35,IN009010100,"BANGALORE, IN",,82,95.0,69.0
Bangalore,2021-03-24,84,46.2,90.72,69.72,95.76,0.88,79.8,IN009010100,"BANGALORE, IN",,82,96.0,69.0
Bangalore,2021-03-25,79,43.45,85.32,65.57,90.06,0.83,75.05,IN009010100,"BANGALORE, IN",,83,94.0,71.0
Bangalore,2021-03-26,94,51.7,101.52,78.02,107.16,0.99,89.3,IN009010100,"BANGALORE, IN",,83,95.0,71.0
Bangalore,2021-03-27,96,52.8,103.68,79.68,109.44,1.01,91.2,IN009010100,"BANGALORE, IN",,82,96.0,70.0
Bangalore,2021-03-28,104,57.2,112.32,86.32,118.56,1.09,98.8,IN009010100,"BANGALORE, IN",,80,95.0,72.0
Bangalore,2021-03-29,92,50.6,99.36,76.36,104.88,0.97,87.4,IN009010100,"BANGALORE, IN",,82,93.0,71.0
Bangalore,2021-03-30,82,45.1,88.56,68.06,93.48,0.86,77.9,IN009010100,"BANGALORE, IN",,83,95.0,73.0
Bangalore,2021-03-31,108,59.4,116.64,89.64,123.12,1.13,102.6,IN009010100,"BANGALORE, IN",,85,,72.0
Bangalore,2021-04-01,94,51.7,101.52,78.02,107.16,0.99,89.3,IN009010100,"BANGALORE, IN",,85,99.0,74.0
Bangalore,2021-04-02,83,45.65,89.64,68.89,94.62,0.87,78.85,IN009010100,"BANGALORE, IN",,84,98.0,71.0
Bangalore,2021-04-03,104,57.2,112.32,86.32,118.56,1.09,98.8,IN009010100,"BANGALORE, IN",,83,98.0,72.0
Bangalore,2021-04-04,114,62.7,123.12,94.62,129.96,1.2,108.3,IN009010100,"BANGALORE, IN",0.0,84,,73.0
Bangalore,2021-04-05,111,61.05,119.88,92.13,126.54,1.17,105.45,IN009010100,"BANGALORE, IN",,82,97.0,73.0
Bangalore,2021-04-06,114,62.7,123.12,94.62,129.96,1.2,108.3,IN009010100,"BANGALORE, IN",,81,96.0,72.0
Bangalore,2021-04-07,101,55.55,109.08,83.83,115.14,1.06,95.95,IN009010100,"BANGALORE, IN",,83,,69.0
Bangalore,2021-04-08,105,57.75,113.4,87.15,119.7,1.1,99.75,IN009010100,"BANGALORE, IN",,82,96.0,73.0
Bangalore,2021-04-09,102,56.1,110.16,84.66,116.28,1.07,96.9,IN009010100,"BANGALORE, IN",,81,95.0,72.0
Bangalore,2021-04-10,103,56.65,111.24,85.49,117.42,1.08,97.85,IN009010100,"BANGALORE, IN",,80,95.0,70.0
Bangalore,2021-04-11,82,45.1,88.56,68.06,93.48,0.86,77.9,IN009010100,"BANGALORE, IN",,81,93.0,71.0
Bangalore,2021-04-12,67,36.85,72.36,55.61,76.38,0.7,63.65,IN009010100,"BANGALORE, IN",,81,94.0,
Bangalore,2021-04-13,59,32.45,63.72,48.97,67.26,0.62,56.05,IN009010100,"BANGALORE, IN",,81,93.0,73.0
Bangalore,2021-04-14,65,35.75,70.2,53.95,74.1,0.68,61.75,IN009010100,"BANGALORE, IN",,77,92.0,
Bangalore,2021-04-15,72,39.6,77.76,59.76,82.08,0.76,68.4,IN009010100,"BANGALORE, IN",0.07,78,92.0,68.0
Bangalore,2021-04-16,64,35.2,69.12,53.12,72.96,0.67,60.8,IN009010100,"BANGALORE, IN",0.01,81,91.0,69.0
Bangalore,2021-04-17,78,42.9,84.24,64.74,88.92,0.82,74.1,IN009010100,"BANGALORE, IN",0.0,82,92.0,72.0
Bangalore,2021-04-18,78,42.9,84.24,64.74,88.92,0.82,74.1,IN009010100,"BANGALORE, IN",,82,92.0,74.0
Bangalore,2021-04-19,75,41.25,81.0,62.25,85.5,0.79,71.25,IN009010100,"BANGALORE, IN",,83,94.0,73.0
Bangalore,2021-04-20,89,48.95,96.12,73.87,101.46,0.93,84.55,IN009010100,"BANGALORE, IN",,81,94.0,74.0
Bangalore,2021-04-21,101,55.55,109.08,83.83,115.14,1.06,95.95,IN009010100,"BANGALORE, IN",0.0,80,94.0,
Bangalore,2021-04-22,80,44.0,86.4,66.4,91.2,0.84,76.0,IN009010100,"BANGALORE, IN",1.13,76,94.0,69.0
Bangalore,2021-04-23,87,47.85,93.96,72.21,99.18,0.91,82.65,IN009010100,"BANGALORE, IN",0.84,76,90.0,
Bangalore,2021-04-24,62,34.1,66.96,51.46,70.68,0.65,58.9,IN009010100,"BANGALORE, IN",2.59,76,89.0,68.0
Bangalore,2021-04-25,65,35.75,70.2,53.95,74.1,0.68,61.75,IN009010100,"BANGALORE, IN",0.0,80,89.0,71.0
Bangalore,2021-04-26,82,45.1,88.56,68.06,93.48,0.86,77.9,IN009010100,"BANGALORE, IN",,81,,73.0
Bangalore,2021-04-27,95,52.25,102.6,78.85,108.3,1.0,90.25,IN009010100,"BANGALORE, IN",,81,,
Bangalore,2021-04-28,104,57.2,112.32,86.32,118.56,1.09,98.8,IN009010100,"BANGALORE, IN",,82,,71.0
Bangalore,2021-04-29,88,48.4,95.04,73.04,100.32,0.92,83.6,IN009010100,"BANGALORE, IN",,80,93.0,
Bangalore,2021-04-30,80,44.0,86.4,66.4,91.2,0.84,76.0,IN009010100,"BANGALORE, IN",,80,94.0,70.0
Bangalore,2021-05-01,93,51.15,100.44,77.19,106.02,0.98,88.35,IN009010100,"BANGALORE, IN",0.0,81,92.0,72.0
Bangalore,2021-05-02,78,42.9,84.24,64.74,88.92,0.82,74.1,IN009010100,"BANGALORE, IN",,81,91.0,74.0
Bangalore,2021-05-03,54,29.7,58.32,44.82,61.56,0.57,51.3,IN009010100,"BANGALORE, IN",,81,91.0,73.0
Bangalore,2021-05-04,64,35.2,69.12,53.12,72.96,0.67,60.8,IN009010100,"BANGALORE, IN",,79,91.0,75.0
Bangalore,2021-05-05,68,37.4,73.44,56.44,77.52,0.71,64.6,IN009010100,"BANGALORE, IN",,83,,73.0
Bangalore,2021-05-06,61,33.55,65.88,50.63,69.54,0.64,57.95,IN009010100,"BANGALORE, IN",,81,93.0,75.0
Bangalore,2021-05-07,52,28.6,56.16,43.16,59.28,0.55,49.4,IN009010100,"BANGALORE, IN",,81,91.0,73.0
Bangalore,2021-05-08,61,33.55,65.88,50.63,69.54,0.64,57.95,IN009010100,"BANGALORE, IN",,80,91.0,74.0
Bangalore,2021-05-09,51,28.05,55.08,42.33,58.14,0.54,48.45,IN009010100,"BANGALORE, IN",,83,,72.0
Bangalore,2021-05-10,53,29.15,57.24,43.99,60.42,0.56,50.35,IN009010100,"BANGALORE, IN",,81,94.0,76.0
Bangalore,2021-05-11,54,29.7,58.32,44.82,61.56,0.57,51.3,IN009010100,"BANGALORE, IN",,81,93.0,74.0
Bangalore,2021-05-12,57,31.35,61.56,47.31,64.98,0.6,54.15,IN009010100,"BANGALORE, IN",0.0,78,93.0,
Bangalore,2021-05-13,46,25.3,49.68,38.18,52.44,0.48,43.7,IN009010100,"BANGALORE, IN",1.38,78,89.0,69.0
Bangalore,2021-05-14,43,23.65,46.44,35.69,49.02,0.45,40.85,IN009010100,"BANGALORE, IN",1.03,80,89.0,71.0
Bangalore,2021-05-15,43,23.65,46.44,35.69,49.02,0.45,40.85,IN009010100,"BANGALORE, IN",0.0,75,91.0,72.0
Bangalore,2021-05-16,48,26.4,51.84,39.84,54.72,0.5,45.6,IN009010100,"BANGALORE, IN",0.0,75,82.0,71.0
Bangalore,2021-05-17,43,23.65,46.44,35.69,49.02,0.45,40.85,IN009010100,"BANGALORE, IN",0.0,78,,70.0
Bangalore,2021-05-18,54,29.7,58.32,44.82,61.56,0.57,51.3,IN009010100,"BANGALORE, IN",0.0,78,91.0,71.0
Bangalore,2021-05-19,33,18.15,35.64,27.39,37.62,0.35,31.35,IN009010100,"BANGALORE, IN",,80,92.0,71.0
Bangalore,2021-05-20,35,19.25,37.8,29.05,39.9,0.37,33.25,IN009010100,"BANGALORE, IN",,76,92.0,72.0
Bangalore,2021-05-21,33,18.15,35.64,27.39,37.62,0.35,31.35,IN009010100,"BANGALORE, IN",0.11,74,87.0,
Bangalore,2021-05-22,38,20.9,41.04,31.54,43.32,0.4,36.1,IN009010100,"BANGALORE, IN",1.0,75,,70.0
Bangalore,2021-05-23,38,20.9,41.04,31.54,43.32,0.4,36.1,IN009010100,"BANGALORE, IN",0.29,78,85.0,69.0
Bangalore,2021-05-24,50,27.5,54.0,41.5,57.0,0.53,47.5,IN009010100,"BANGALORE, IN",0.0,79,,72.0
Bangalore,2021-05-25,46,25.3,49.68,38.18,52.44,0.48,43.7,IN009010100,"BANGALORE, IN",0.01,76,89.0,
Bangalore,2021-05-26,44,24.2,47.52,36.52,50.16,0.46,41.8,IN009010100,"BANGALORE, IN",1.22,77,86.0,69.0
Bangalore,2021-05-27,62,34.1,66.96,51.46,70.68,0.65,58.9,IN009010100,"BANGALORE, IN",0.0,78,86.0,70.0
Bangalore,2021-05-28,59,32.45,63.72,48.97,67.26,0.62,56.05,IN009010100,"BANGALORE, IN",,78,87.0,69.0
Bangalore,2021-05-29,49,26.95,52.92,40.67,55.86,0.51,46.55,IN009010100,"BANGALORE, IN",,78,88.0,70.0
Bangalore,2021-05-30,45,24.75,48.6,37.35,51.3,0.47,42.75,IN009010100,"BANGALORE, IN",,78,90.0,70.0
Bangalore,2021-05-31,38,20.9,41.04,31.54,43.32,0.4,36.1,IN009010100,"BANGALORE, IN",,79,90.0,71.0
Bangalore,2021-06-01,38,20.9,41.04,31.54,43.32,0.4,36.1,IN009010100,"BANGALORE, IN",,79,90.0,70.0
Bangalore,2021-06-02,42,23.1,45.36,34.86,47.88,0.44,39.9,IN009010100,"BANGALORE, IN",0.04,79,93.0,72.0
Bangalore,2021-06-03,52,28.6,56.16,43.16,59.28,0.55,49.4,IN009010100,"BANGALORE, IN",0.02,76,93.0,71.0
Bangalore,2021-06-04,44,24.2,47.52,36.52,50.16,0.46,41.8,IN009010100,"BANGALORE, IN",2.06,75,88.0,
Bangalore,2021-06-05,32,17.6,34.56,26.56,36.48,0.34,30.4,IN009010100,"BANGALORE, IN",0.5,74,89.0,70.0
Bangalore,2021-06-06,39,21.45,42.12,32.37,44.46,0.41,37.05,IN009010100,"BANGALORE, IN",0.18,77,85.0,69.0
Bangalore,2021-06-07,46,25.3,49.68,38.18,52.44,0.48,43.7,IN009010100,"BANGALORE, IN",0.02,78,85.0,72.0
Bangalore,2021-06-08,51,28.05,55.08,42.33,58.14,0.54,48.45,IN009010100,"BANGALORE, IN",0.0,78,88.0,
Bangalore,2021-06-09,46,25.3,49.68,38.18,52.44,0.48,43.7,IN009010100,"BANGALORE, IN",,76,88.0,69.0
Bangalore,2021-06-10,42,23.1,45.36,34.86,47.88,0.44,39.9,IN009010100,"BANGALORE, IN",,76,85.0,69.0
Bangalore,2021-06-11,42,23.1,45.36,34.86,47.88,0.44,39.9,IN009010100,"BANGALORE, IN",0.0,76,84.0,69.0
Bangalore,2021-06-12,47,25.85,50.76,39.01,53.58,0.49,44.65,IN009010100,"BANGALORE, IN",,74,84.0,69.0
Bangalore,2021-06-13,48,26.4,51.84,39.84,54.72,0.5,45.6,IN009010100,"BANGALORE, IN",,73,84.0,68.0
